match_id,contestant_id,team_name,team_code,pp_z1,pp_z2,pp_z3,pp_z4,pp_z5,pp_z6,pp_z7,pp_z8,pp_z9,pp_z10,pp_z11,pp_z12,pp_z13,pp_z14,pp_z15,pp_z16,pp_z17,pp_z18,cross_ttl_z10,cross_ttl_z12,cross_ttl_z13,cross_ttl_z15,cross_ttl_z16,cross_ttl_z18,cross_suc_z10,cross_suc_z12,cross_suc_z13,cross_suc_z15,cross_suc_z16,cross_suc_z18,to_ttl_z10,to_ttl_z11,to_ttl_z12,to_ttl_z13,to_ttl_z14,to_ttl_z15,to_ttl_z16,to_ttl_z17,to_ttl_z18,to_suc_z10,to_suc_z11,to_suc_z12,to_suc_z13,to_suc_z14,to_suc_z15,to_suc_z16,to_suc_z17,to_suc_z18,shot_z10,shot_z11,shot_z12,shot_z13,shot_z14,shot_z15,shot_z16,shot_z17,shot_z18,goal_z10,goal_z11,goal_z12,goal_z13,goal_z14,goal_z15,goal_z16,goal_z17,goal_z18,tackle_ttl_z1,tackle_ttl_z2,tackle_ttl_z3,tackle_ttl_z4,tackle_ttl_z5,tackle_ttl_z6,tackle_ttl_z7,tackle_ttl_z8,tackle_ttl_z9,tackle_ttl_z10,tackle_ttl_z11,tackle_ttl_z12,tackle_ttl_z13,tackle_ttl_z14,tackle_ttl_z15,tackle_ttl_z16,tackle_ttl_z17,tackle_ttl_z18,tackle_suc_z1,tackle_suc_z2,tackle_suc_z3,tackle_suc_z4,tackle_suc_z5,tackle_suc_z6,tackle_suc_z7,tackle_suc_z8,tackle_suc_z9,tackle_suc_z10,tackle_suc_z11,tackle_suc_z12,tackle_suc_z13,tackle_suc_z14,tackle_suc_z15,tackle_suc_z16,tackle_suc_z17,tackle_suc_z18,int_z1,int_z2,int_z3,int_z4,int_z5,int_z6,int_z7,int_z8,int_z9,int_z10,int_z11,int_z12,int_z13,int_z14,int_z15,int_z16,int_z17,int_z18,chall_z1,chall_z2,chall_z3,chall_z4,chall_z5,chall_z6,chall_z7,chall_z8,chall_z9,chall_z10,chall_z11,chall_z12,chall_z13,chall_z14,chall_z15,chall_z16,chall_z17,chall_z18,disp_z1,disp_z2,disp_z3,disp_z4,disp_z5,disp_z6,disp_z7,disp_z8,disp_z9,disp_z10,disp_z11,disp_z12,disp_z13,disp_z14,disp_z15,disp_z16,disp_z17,disp_z18,recovery_z1,recovery_z2,recovery_z3,recovery_z4,recovery_z5,recovery_z6,recovery_z7,recovery_z8,recovery_z9,recovery_z10,recovery_z11,recovery_z12,recovery_z13,recovery_z14,recovery_z15,recovery_z16,recovery_z17,recovery_z18,aerial_ttl_z2,aerial_ttl_z17,aerial_suc_z2,aerial_suc_z17,fb_start_z1,fb_start_z2,fb_start_z3,fb_start_z4,fb_start_z5,fb_start_z6,fb_start_z7,fb_start_z8,fb_start_z9,fb_start_z10,fb_start_z11,fb_start_z12,fb_start_z13,fb_start_z14,fb_start_z15,fb_start_z16,fb_start_z17,fb_start_z18,fb_seq_L,fb_seq_C,fb_seq_R,fb_goal_L,fb_goal_C,fb_goal_R
vue1zih02z58m1ihnz9pod90,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,VIL,2,7,1,4,12,6,3,9,8,1,4,3,3,3,1,0,0,0,0,0,3,0,4,1,0,0,2,0,2,0,1,1,0,0,1,2,2,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,1,0,1,0,0,1,2,1,1,0,2,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,2,2,3,5,1,5,4,4,3,1,0,1,2,0,0,0,0,0,6,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ub49wftchgk7szozxswbslck,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,CEL,3,9,3,10,2,3,8,4,2,2,2,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,1,3,2,4,5,3,0,0,3,2,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ub49wftchgk7szozxswbslck,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,RSO,1,5,1,7,5,4,6,9,10,14,5,8,8,0,8,0,0,0,1,0,7,3,12,7,1,0,1,1,3,1,1,0,2,8,3,3,3,0,2,1,0,1,3,0,0,1,0,1,0,0,0,1,5,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,2,3,4,8,3,4,3,4,4,3,4,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vgz6kc0y9dz9ecnnqulzb578,3czravw89omgc9o4s0w3l1bg5,Athletic Club,ATH,4,8,1,7,9,5,5,5,6,1,2,4,4,0,3,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,0,2,1,0,1,1,0,0,0,0,0,1,0,0,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,0,0,3,1,0,1,5,2,4,3,5,4,3,2,1,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vgz6kc0y9dz9ecnnqulzb578,4yg9ttzw0m51048doksv8uq5r,Elche CF,ELC,3,11,3,5,4,7,13,10,5,8,3,2,8,0,7,1,0,2,0,0,4,2,6,6,0,0,2,1,0,2,3,0,4,2,0,1,0,1,1,0,0,2,2,0,0,0,1,1,0,0,0,0,4,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,2,7,6,2,4,7,2,3,4,2,4,1,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uoe12e3coa1i9fov19pdukus,3kq9cckrnlogidldtdie2fkbl,Real Madrid CF,RMA,2,6,1,9,4,3,17,11,6,9,10,7,1,4,1,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,3,4,0,2,4,3,1,1,0,1,2,0,1,0,1,0,0,0,0,2,9,0,2,9,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,2,2,0,4,0,1,1,2,0,0,1,0,1,1,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,2,0,0,0,3,1,2,5,2,6,5,1,3,4,2,3,2,0,0,1,0,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uoe12e3coa1i9fov19pdukus,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,GET,0,10,0,3,1,2,1,0,7,3,2,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,3,3,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,1,2,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,2,1,0,1,1,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2,2,3,3,2,10,2,2,7,2,2,1,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
v3lhpsc6pb8pl9l3mu0evqj8,4grc9qgcvusllap8h5j6gc5h5,Levante UD,LEV,2,6,1,5,4,9,5,7,15,4,6,6,6,2,4,1,0,1,0,0,3,3,5,7,0,0,0,0,2,2,1,4,2,5,5,2,4,1,3,0,1,2,2,3,1,1,1,1,0,0,0,0,8,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,0,2,3,1,2,1,0,1,0,0,0,0,0,0,1,2,0,1,0,1,3,1,1,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,2,3,0,0,1,1,0,2,5,3,3,4,3,6,4,5,4,2,0,4,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v3lhpsc6pb8pl9l3mu0evqj8,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,RAY,2,17,0,6,4,2,3,2,5,6,1,2,1,1,3,0,0,1,0,0,1,3,2,2,0,0,0,1,0,0,0,0,3,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,6,1,0,0,0,0,0,0,0,3,0,2,0,3,4,4,2,3,5,1,1,0,1,1,0,0,0,0,0,2,0,3,4,2,2,2,4,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,1,0,0,1,0,1,0,0,0,4,4,1,7,4,3,2,2,1,3,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
t6q5ftwcnm8os0cb3stk1kic,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,ALA,2,9,0,6,3,6,7,2,14,7,5,5,4,1,8,0,0,1,0,0,1,2,1,4,0,0,0,1,0,0,0,2,2,2,3,4,2,0,4,0,0,1,0,3,2,0,0,1,0,0,0,0,3,0,1,7,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,2,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,3,0,0,0,0,3,3,1,4,2,3,2,2,6,2,2,3,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
t6q5ftwcnm8os0cb3stk1kic,ba5e91hjacvma2sjvixn00pjo,Valencia CF,VAL,1,12,1,2,1,11,3,3,5,5,1,5,0,2,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,6,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,3,1,2,4,4,1,0,2,2,1,2,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xcapf185ght9jj3jcgj4v0us,63f5h8t5e9qm1fqmvfkb23ghh,Real Sociedad de Fútbol,RSO,1,6,2,5,11,4,6,3,4,3,3,4,7,2,1,0,0,1,0,0,3,0,4,3,0,0,0,0,1,2,1,1,0,2,0,3,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,3,2,0,0,3,0,2,2,0,6,0,0,1,0,0,2,1,0,2,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,3,0,1,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,0,1,0,0,1,1,5,5,1,1,3,3,4,3,0,4,2,1,1,1,0,0,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xcapf185ght9jj3jcgj4v0us,10eyb18v5puw4ez03ocaug09m,Sevilla FC,SEV,4,5,3,11,3,6,10,9,2,9,2,7,8,0,5,1,0,0,0,0,0,1,2,3,0,0,0,1,0,0,1,0,1,2,1,2,2,0,2,0,0,0,2,1,1,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2,2,1,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,2,2,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,2,0,2,0,0,1,1,0,0,1,0,5,4,3,4,5,2,2,4,2,1,3,0,2,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10d1132abu0fa9xolj05top3o,3czravw89omgc9o4s0w3l1bg5,Athletic Club,ATH,2,14,3,14,9,10,11,3,9,7,2,5,1,2,4,0,0,1,0,0,2,2,2,5,0,0,0,0,0,1,2,0,0,3,1,4,2,0,2,0,0,0,1,0,3,0,0,1,0,0,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,2,1,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,0,4,0,0,1,0,0,1,4,1,7,6,4,4,3,2,6,3,0,1,1,0,2,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10d1132abu0fa9xolj05top3o,1n1j0wsl763lq7ee1k0c11c02,Getafe CF,GET,0,5,2,6,4,9,10,6,1,16,1,4,4,0,4,1,0,0,2,0,8,1,2,8,0,0,0,1,0,0,1,0,0,3,2,2,3,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,2,4,0,4,3,1,3,1,0,1,0,0,0,1,0,0,1,0,1,4,0,2,2,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,3,0,2,5,3,3,6,4,4,3,3,5,4,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zkqu9lm76sa6ypjcluvnr578,c8llrezkm3b3op4afrou6b487,Reial Club Deportiu Espanyol de Barcelona,ESP,3,8,0,3,8,3,6,9,4,3,6,5,2,2,4,0,0,0,0,0,1,4,2,7,0,0,1,2,0,2,0,1,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,2,2,1,1,0,1,2,0,2,0,0,0,0,0,0,0,3,0,2,2,0,0,0,1,1,0,1,0,0,0,1,0,0,3,1,1,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,2,0,2,0,0,1,2,2,0,4,5,4,8,2,1,2,5,1,2,2,1,0,0,1,3,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0
zkqu9lm76sa6ypjcluvnr578,4yg9ttzw0m51048doksv8uq5r,Elche CF,ELC,2,17,2,4,5,2,11,11,11,11,6,6,3,5,7,0,0,1,1,0,1,5,5,7,0,0,0,1,0,1,0,1,2,0,6,4,0,0,2,0,0,0,0,3,4,0,0,1,0,0,0,0,5,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,3,0,0,0,0,2,3,5,6,3,4,6,2,5,2,1,1,1,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wyrlnmec1exr7tyktusq0i6s,7h7eg7q7dbwvzww78h9d5eh0h,Girona FC,GIR,0,4,5,9,10,10,4,13,11,2,7,8,6,3,7,0,0,1,0,0,3,2,11,3,0,0,0,0,2,0,0,0,3,5,0,4,5,0,2,0,0,1,4,0,1,1,0,1,0,0,0,1,3,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,2,1,0,4,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,2,1,1,1,0,1,1,0,2,4,4,6,1,3,3,3,4,1,0,0,1,0,0,0,4,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wyrlnmec1exr7tyktusq0i6s,clo928vcczjp0mczavs5o7p5k,Real Oviedo,OVI,5,6,0,9,3,10,5,4,4,3,2,5,3,0,2,0,0,0,0,1,3,2,6,0,0,0,0,2,4,0,2,2,2,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,3,0,1,0,3,4,1,3,4,1,0,1,1,0,0,0,1,0,0,0,1,0,3,4,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,2,0,2,5,5,8,2,0,1,2,1,1,0,0,0,0,0,0,7,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpp766lmrig4xeolfmmtehp0,ba5e91hjacvma2sjvixn00pjo,Valencia CF,VAL,1,10,4,5,7,7,8,6,10,7,5,2,2,1,4,0,0,1,0,0,0,3,9,4,0,0,0,0,3,3,1,2,2,5,1,1,1,0,0,1,0,2,2,1,1,0,0,0,0,0,0,2,6,0,0,6,1,0,0,0,0,0,0,0,0,0,1,3,1,0,3,3,1,1,4,3,1,1,1,0,0,0,0,0,1,2,1,0,1,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,3,1,4,4,3,4,1,2,5,9,1,2,4,3,1,0,0,1,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpp766lmrig4xeolfmmtehp0,74mcjsm72vr3l9pw2i4qfjchj,Villarreal CF,VIL,0,8,4,9,10,4,8,18,4,4,3,3,2,2,2,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,3,1,1,2,3,1,2,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,2,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,1,0,0,0,2,5,9,5,8,5,3,3,3,0,1,0,2,1,0,0,1,4,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
zzqopgn9iz38xxwmgsl6ccus,50x1m4u58lffhq6v6ga1hbxmy,Real Club Deportivo Mallorca,MLL,3,12,1,9,4,8,15,7,12,18,0,5,10,4,3,1,0,0,1,0,4,3,10,9,1,0,2,2,2,3,4,1,0,2,1,2,3,0,4,2,0,0,2,0,2,3,0,0,0,0,0,0,5,2,1,11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,2,2,0,0,1,0,0,0,0,3,3,0,0,1,2,0,1,0,0,2,1,0,0,1,0,0,1,0,0,2,0,1,0,0,0,4,0,1,2,0,0,1,1,0,5,2,5,6,3,9,9,2,7,5,4,3,0,1,3,0,0,0,3,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zzqopgn9iz38xxwmgsl6ccus,4grc9qgcvusllap8h5j6gc5h5,Levante UD,LEV,1,11,2,4,4,5,10,7,4,4,3,4,3,5,4,1,1,0,0,0,0,4,4,3,0,0,0,2,1,2,1,1,3,3,0,0,3,3,0,1,0,2,1,0,0,3,3,0,0,0,0,0,2,1,1,9,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1,2,1,0,5,1,0,1,1,0,4,0,0,1,3,0,1,0,1,2,1,0,2,1,0,1,1,0,3,0,0,0,0,1,1,2,2,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,3,2,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,5,1,6,6,3,7,9,5,6,2,1,3,2,1,3,2,0,0,9,3,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
z7hbnyt9xc1j8x9pacy6jmdw,2l0ldgiwsgb8d6y3z0sfgjzyj,CA Osasuna,OSA,1,6,1,4,6,4,3,8,9,2,7,15,7,3,6,0,0,1,0,0,1,6,1,13,0,0,1,2,0,1,0,1,2,0,1,4,3,1,1,0,1,1,0,0,2,0,0,1,0,0,0,1,4,2,0,9,1,0,0,0,0,0,0,0,2,0,0,0,3,1,1,1,0,0,2,1,1,2,0,2,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,2,4,1,2,3,6,3,4,3,4,1,6,0,0,1,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z7hbnyt9xc1j8x9pacy6jmdw,6f27yvbqcngegwsg2ozxxdj4,Real Club Celta de Vigo,CEL,2,4,5,9,4,2,6,6,3,2,4,2,6,1,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,3,1,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,6,0,2,2,0,0,0,0,0,1,0,0,2,0,1,1,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,0,2,0,0,0,3,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,2,0,0,4,3,3,2,10,3,2,2,3,4,1,2,0,0,1,0,0,0,11,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
y38fh1awgi9yuxppo1n61ous,3budh3j9xivsid3ptm8ptpy4k,Rayo Vallecano de Madrid,RAY,3,11,5,5,1,4,8,8,10,4,0,9,1,3,7,0,0,2,0,0,3,3,6,7,0,0,1,0,3,0,0,0,4,1,4,3,3,1,10,0,0,0,0,2,1,0,1,2,0,0,0,1,5,1,0,8,0,0,0,0,0,0,0,0,1,0,3,0,2,0,3,1,0,0,2,2,0,1,0,0,3,0,0,1,2,0,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,3,4,2,3,4,9,7,4,4,5,4,1,6,1,1,0,0,0,1,4,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
y38fh1awgi9yuxppo1n61ous,4dtdjgnpdq9uw4sdutti0vaar,Deportivo Alavés,ALA,5,9,3,14,2,1,7,5,4,5,4,8,1,1,6,0,0,0,1,0,1,4,4,5,1,0,0,2,0,0,2,1,1,1,3,1,1,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,8,1,2,2,2,1,2,0,1,3,0,0,1,0,1,1,0,2,5,1,1,1,1,1,2,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,2,2,0,0,1,2,0,1,0,3,12,1,2,7,2,2,5,7,3,2,2,0,1,0,0,1,0,2,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
