player_id,player_name,team_code,contestant_id,Team Formation,Team Player Formation,Jersey Number,matches,pp_z1,pp_z2,pp_z3,pp_z4,pp_z5,pp_z6,pp_z7,pp_z8,pp_z9,pp_z10,pp_z11,pp_z12,pp_z13,pp_z14,pp_z15,pp_z16,pp_z17,pp_z18,cross_ttl_z10,cross_ttl_z12,cross_ttl_z13,cross_ttl_z15,cross_ttl_z16,cross_ttl_z18,cross_suc_z10,cross_suc_z12,cross_suc_z13,cross_suc_z15,cross_suc_z16,cross_suc_z18,to_ttl_z10,to_ttl_z11,to_ttl_z12,to_ttl_z13,to_ttl_z14,to_ttl_z15,to_ttl_z16,to_ttl_z17,to_ttl_z18,to_suc_z10,to_suc_z11,to_suc_z12,to_suc_z13,to_suc_z14,to_suc_z15,to_suc_z16,to_suc_z17,to_suc_z18,shot_z10,shot_z11,shot_z12,shot_z13,shot_z14,shot_z15,shot_z16,shot_z17,shot_z18,goal_z10,goal_z11,goal_z12,goal_z13,goal_z14,goal_z15,goal_z16,goal_z17,goal_z18,tackle_ttl_z1,tackle_ttl_z2,tackle_ttl_z3,tackle_ttl_z4,tackle_ttl_z5,tackle_ttl_z6,tackle_ttl_z7,tackle_ttl_z8,tackle_ttl_z9,tackle_ttl_z10,tackle_ttl_z11,tackle_ttl_z12,tackle_ttl_z13,tackle_ttl_z14,tackle_ttl_z15,tackle_ttl_z16,tackle_ttl_z17,tackle_ttl_z18,tackle_suc_z1,tackle_suc_z2,tackle_suc_z3,tackle_suc_z4,tackle_suc_z5,tackle_suc_z6,tackle_suc_z7,tackle_suc_z8,tackle_suc_z9,tackle_suc_z10,tackle_suc_z11,tackle_suc_z12,tackle_suc_z13,tackle_suc_z14,tackle_suc_z15,tackle_suc_z16,tackle_suc_z17,tackle_suc_z18,int_z1,int_z2,int_z3,int_z4,int_z5,int_z6,int_z7,int_z8,int_z9,int_z10,int_z11,int_z12,int_z13,int_z14,int_z15,int_z16,int_z17,int_z18,chall_z1,chall_z2,chall_z3,chall_z4,chall_z5,chall_z6,chall_z7,chall_z8,chall_z9,chall_z10,chall_z11,chall_z12,chall_z13,chall_z14,chall_z15,chall_z16,chall_z17,chall_z18,disp_z1,disp_z2,disp_z3,disp_z4,disp_z5,disp_z6,disp_z7,disp_z8,disp_z9,disp_z10,disp_z11,disp_z12,disp_z13,disp_z14,disp_z15,disp_z16,disp_z17,disp_z18,recovery_z1,recovery_z2,recovery_z3,recovery_z4,recovery_z5,recovery_z6,recovery_z7,recovery_z8,recovery_z9,recovery_z10,recovery_z11,recovery_z12,recovery_z13,recovery_z14,recovery_z15,recovery_z16,recovery_z17,recovery_z18,aerial_ttl_z2,aerial_ttl_z17,aerial_suc_z2,aerial_suc_z17,team_name
2nq5nzq35tfwc7po29dtwqp78,Arnau Martínez,GIR,7h7eg7q7dbwvzww78h9d5eh0h,8,2.0,4.0,11,0,2,9,0,6,24,0,1,10,0,4,16,0,1,5,0,0,0,0,0,0,4,0,10,0,0,0,1,0,2,0,0,1,0,1,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,1,2,0,0,3,0,1,1,0,0,1,0,0,4,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,2,12,0,2,6,0,1,3,0,0,1,0,0,0,3,2,2,1,Girona FC
6aix9yu384pv1caanqiol231l,Pablo Fornals,BET,ah8dala7suqqkj04n2l8xz4zd,8,4.0,8.0,11,1,0,2,7,9,2,4,14,4,16,6,11,3,5,5,0,0,0,0,0,1,1,4,7,0,0,1,0,0,0,1,0,0,2,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,7,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,2,3,2,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,2,2,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,1,2,6,9,3,3,5,3,7,3,3,2,0,1,0,0,0,0,0,0,0,Real Betis Balompié
4j3u6v01emo9nsel7uw00qsfe,Diego López,VAL,ba5e91hjacvma2sjvixn00pjo,2,11.0,16.0,11,2,0,0,1,1,0,2,2,0,2,3,1,6,4,1,0,0,0,0,0,3,1,5,1,0,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,4,0,0,1,2,0,5,2,2,2,1,0,3,0,0,0,0,0,0,0,0,0,Valencia CF
7jtc6yk5xu4cm1an97wrgozbp,O. Vlachodimos,SEV,10eyb18v5puw4ez03ocaug09m,8,1.0,1.0,11,3,52,4,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sevilla FC
eh70fwampgdyfv3hu25o2qx,Alfonso Pedraza,VIL,74mcjsm72vr3l9pw2i4qfjchj,2,11.0,24.0,11,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,7,2,0,3,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,Villarreal CF
aqqd7tq7z6bj3wn3u3sz3uuqc,Javi Guerra,VAL,ba5e91hjacvma2sjvixn00pjo,8,8.0,8.0,11,0,1,0,3,6,4,0,8,3,2,4,8,1,5,6,1,0,0,0,0,0,4,1,6,0,0,0,0,0,1,0,0,2,1,4,0,1,1,5,0,0,1,1,0,0,0,1,2,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,2,1,0,0,0,1,2,2,1,1,4,4,0,4,4,0,1,3,1,0,0,0,0,0,0,0,0,0,Valencia CF
73efpm314q2paeacsvp4e8q8l,G. Rodríguez,VAL,ba5e91hjacvma2sjvixn00pjo,2,8.0,2.0,11,1,1,2,2,4,1,5,14,7,3,8,6,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,3,0,3,2,0,5,4,1,1,2,3,0,0,1,1,1,0,1,0,0,1,2,0,2,3,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,3,0,0,1,0,0,0,0,1,0,3,7,6,3,5,6,2,4,3,4,3,2,1,0,0,0,6,4,3,1,Valencia CF
9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,BET,ah8dala7suqqkj04n2l8xz4zd,8,5.0,3.0,11,1,0,13,0,7,8,2,6,7,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,8,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,3,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,4,4,1,2,2,0,1,0,0,0,0,0,0,0,4,2,2,0,Real Betis Balompié
33r4ae8aivh27ho0ix9mnkedx,Pedro Bigas,ELC,4yg9ttzw0m51048doksv8uq5r,12,4.0,6.0,11,6,1,2,24,5,0,20,5,0,34,1,0,8,0,0,0,0,0,1,0,7,0,4,0,1,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,1,1,0,2,0,0,0,0,0,1,2,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,1,7,4,0,7,4,1,2,0,0,0,0,0,0,0,0,5,3,4,2,Elche CF
ezviixcyaaj162saxs2yl27s9,F. de Jong,BAR,agh9ifb2mw3ivjusgedj7c3fe,8,8.0,21.0,11,1,0,0,1,4,3,4,14,8,8,12,14,3,4,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,2,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,2,6,1,2,1,4,2,2,1,6,0,0,3,0,0,0,1,0,1,0,FC Barcelona
7ubtan6a51o79w469zawrqqqd,Íñigo Ruíz de Galarreta,ATH,3czravw89omgc9o4s0w3l1bg5,8,4.0,16.0,11,0,0,0,4,2,1,4,6,3,4,11,9,3,2,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,0,6,0,1,2,0,0,1,1,0,4,0,0,2,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,2,0,2,5,2,3,0,1,0,0,0,0,0,0,0,3,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,5,0,3,4,8,3,9,10,5,3,1,0,0,0,0,0,0,0,0,Athletic Club
5zoz3mjooujpv0wdcphyrztd6,Álex Baena,ATM,4ku8o6uf87yd8iecdalipo6wd,2,11.0,10.0,11,1,0,0,1,1,0,3,6,1,5,5,0,3,3,3,2,0,0,0,0,10,1,9,3,0,0,1,1,2,1,1,0,0,6,0,0,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,1,0,0,0,0,0,2,1,0,2,1,0,2,1,1,2,1,0,3,0,0,0,0,0,1,0,0,0,Club Atlético de Madrid
d27r61wcc9az0shpevisc4iga,Rafa Marín,VIL,74mcjsm72vr3l9pw2i4qfjchj,2,6.0,4.0,11,6,9,0,13,4,0,14,8,0,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,1,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,3,0,0,2,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,0,4,1,2,4,0,0,0,0,0,0,0,0,4,6,3,2,Villarreal CF
3702btkgwxf6tq92ouekd7ro5,Pepelu,VAL,ba5e91hjacvma2sjvixn00pjo,2,8.0,18.0,11,0,0,0,4,9,5,4,17,6,10,9,7,2,5,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,3,2,0,1,2,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,8,1,5,4,4,5,5,1,0,1,1,0,0,0,3,2,3,0,Valencia CF
8vmrboswsfyb5bfoq07s6susp,Thierry Correia,VAL,ba5e91hjacvma2sjvixn00pjo,2,2.0,12.0,11,0,0,3,0,0,20,0,2,18,0,2,8,0,0,10,0,0,2,0,0,0,7,0,14,0,0,0,2,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,0,0,2,0,0,1,0,0,1,0,0,0,0,0,3,0,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,7,0,0,3,0,0,1,0,0,3,0,0,0,2,0,0,0,Valencia CF
d34tmogp5h4rwuo3pcxtwp0fe,Manu Sánchez,LEV,4grc9qgcvusllap8h5j6gc5h5,2,3.0,23.0,11,8,0,0,17,1,0,14,0,0,9,1,0,13,1,0,1,0,0,0,0,6,0,18,2,0,0,1,0,3,1,1,0,0,7,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,8,0,0,4,0,0,4,0,0,4,1,0,2,0,0,1,1,0,6,0,0,1,0,0,3,0,0,4,0,0,1,0,0,1,0,0,0,0,0,4,3,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,4,0,0,12,0,0,7,0,0,8,1,0,9,1,0,4,0,0,0,0,0,6,1,1,0,Levante UD
6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,RSO,63f5h8t5e9qm1fqmvfkb23ghh,8,6.0,16.0,11,5,4,0,20,6,1,24,15,2,10,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,9,4,3,6,1,0,1,0,0,0,0,0,0,0,0,2,8,2,5,Real Sociedad de Fútbol
atj6u4qul0o2ca57etbmes07o,Raúl Asencio,RMA,3kq9cckrnlogidldtdie2fkbl,2,5.0,17.0,11,0,4,7,0,25,25,0,30,31,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,5,4,0,3,1,0,0,0,0,0,0,1,2,1,1,Real Madrid CF
6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,RSO,63f5h8t5e9qm1fqmvfkb23ghh,2,6.0,16.0,11,3,2,0,18,12,0,26,17,0,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,1,0,2,2,0,3,0,0,0,0,0,0,3,0,0,1,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,5,0,2,2,1,2,1,0,1,0,0,0,0,0,6,13,4,3,Real Sociedad de Fútbol
cjd62gwj9ptwrrtu6y6xnpeui,Bryan Gil,GIR,7h7eg7q7dbwvzww78h9d5eh0h,8,11.0,21.0,11,0,0,0,2,1,0,1,1,0,5,0,1,10,0,2,0,0,0,0,0,2,0,20,0,0,0,2,0,4,0,4,2,0,11,1,1,9,0,1,1,0,0,6,0,0,2,0,0,0,0,0,0,2,0,5,2,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,3,0,0,1,0,0,2,0,0,2,0,0,3,0,0,1,1,0,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,1,0,2,0,0,4,1,0,3,0,0,4,0,0,4,0,0,7,5,0,8,5,0,6,0,0,2,0,0,0,0,0,0,2,0,0,Girona FC
5lzbyj5i0cotpry4gneap8c89,Juan Iglesias,GET,1n1j0wsl763lq7ee1k0c11c02,10,3.0,21.0,11,3,0,0,7,0,0,16,0,0,20,2,0,9,0,0,1,0,0,0,0,12,0,9,1,0,0,1,0,2,1,0,0,0,6,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,1,0,6,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,6,0,0,2,1,0,5,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,Getafe CF
z0qe6u5fvgrjy0jzk1qhbgq2,Marc Aguado,ELC,4yg9ttzw0m51048doksv8uq5r,12,11.0,8.0,11,2,1,1,5,6,2,12,11,2,7,6,6,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,1,1,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,3,0,1,2,0,2,1,1,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,4,2,2,4,2,1,2,1,1,1,2,0,0,0,0,0,0,0,Elche CF
20ebw399jhbq0i5x2eacrrs6i,Ramon Terrats,ESP,c8llrezkm3b3op4afrou6b487,8,10.0,14.0,11,0,0,0,0,1,1,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,2,1,1,1,1,1,2,0,1,1,0,0,0,2,1,1,0,Reial Club Deportiu Espanyol de Barcelona
4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,BET,ah8dala7suqqkj04n2l8xz4zd,8,8.0,14.0,11,1,0,3,2,7,1,7,19,10,8,8,3,2,1,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,2,0,1,1,0,1,1,1,1,1,0,0,0,2,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,4,1,8,8,3,5,4,7,7,6,1,0,3,0,0,0,3,0,2,0,Real Betis Balompié
d6kzekcwqw0q8fq6wt6rmyusq,Jesús Vázquez,VAL,ba5e91hjacvma2sjvixn00pjo,2,3.0,21.0,11,4,0,0,12,0,0,7,0,0,10,0,0,8,1,0,2,0,0,0,0,3,0,8,0,0,0,2,0,2,0,6,0,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,2,1,5,2,0,4,0,0,4,0,0,3,0,0,1,0,0,1,0,0,0,Valencia CF
buglwgk2hthoyqt1ocghya92i,Z. Romero,GET,1n1j0wsl763lq7ee1k0c11c02,10,4.0,24.0,11,5,1,0,11,5,0,14,4,0,12,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,2,0,1,3,1,0,2,0,1,6,1,0,1,0,0,0,0,0,1,0,0,2,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,8,2,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,11,7,1,5,1,1,2,0,0,0,1,0,0,0,0,11,1,5,1,Getafe CF
awsod0zmnrukk21d4882ji7e1,R. Araujo,BAR,agh9ifb2mw3ivjusgedj7c3fe,8,5.0,4.0,11,1,1,3,0,19,16,1,25,13,0,7,9,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,2,3,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,4,1,3,2,0,3,2,1,0,0,0,0,0,4,8,2,4,FC Barcelona
29pq64smaxdwlraopnxoleqxh,João Cancelo,BAR,agh9ifb2mw3ivjusgedj7c3fe,8,3.0,2.0,11,4,0,0,22,0,0,12,1,0,15,1,1,9,1,0,2,0,0,0,0,8,0,11,1,0,0,2,0,3,1,5,1,0,6,3,0,6,0,0,4,1,0,0,2,0,3,0,0,1,0,0,3,2,0,2,2,0,0,0,0,0,0,0,0,1,0,5,1,0,5,0,0,0,0,0,4,0,1,2,0,0,2,0,0,5,0,0,5,0,0,0,0,0,2,0,1,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,1,0,7,0,0,8,4,0,14,0,0,1,0,0,1,0,0,0,0,0,0,FC Barcelona
ej7ydno7l3dv6xiqpaxrxbmqd,Dani Calvo,OVI,clo928vcczjp0mczavs5o7p5k,8,6.0,12.0,11,4,4,0,20,7,0,12,5,0,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,1,1,0,1,1,0,0,0,0,0,0,0,6,1,4,1,Real Oviedo
