date,match_id,url_match,home,away,home_score,away_score,matchweek
15/3/2026,2v65xqf9xnj8r2gxj9akbtqfo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2v65xqf9xnj8r2gxj9akbtqfo,Barcelona,Sevilla,5,2,28
15/3/2026,2taxjp7kgsyqb2x6zjjbiwys4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2taxjp7kgsyqb2x6zjjbiwys4,Mallorca,Espanyol,2,1,28
14/3/2026,2sx9kf2syjyyqwaxz74i46n10,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2sx9kf2syjyyqwaxz74i46n10,Real Madrid,Elche,4,1,28
14/3/2026,2vwyt47ub9v6e27mu6ddaxhqs,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2vwyt47ub9v6e27mu6ddaxhqs,Oviedo,Valencia,1,0,28
14/3/2026,2usu4a3m9ufgguju2iqilurys,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2usu4a3m9ufgguju2iqilurys,Atlético,Getafe,1,0,28
14/3/2026,2wafcyp42h9q6jqi5chgfl3x0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2wafcyp42h9q6jqi5chgfl3x0,Girona,Athletic,3,0,28
13/3/2026,2u1nsiwpvio7gzjecn4cnhq8k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2u1nsiwpvio7gzjecn4cnhq8k,Alavés,Villarreal,1,1,28
9/3/2026,2rdu4yg44ic1xh5ymhhx1yolw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2rdu4yg44ic1xh5ymhhx1yolw,Espanyol,Oviedo,1,1,27
8/3/2026,2rswicw0gb42ehlbg8gcvyjh0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2rswicw0gb42ehlbg8gcvyjh0,Valencia,Alavés,3,2,27
8/3/2026,2pwdpb63byqohajaokb5793pw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2pwdpb63byqohajaokb5793pw,Sevilla,Rayo,1,1,27
8/3/2026,2s67ol8ci5kpjktfuw80c58gk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2s67ol8ci5kpjktfuw80c58gk,Getafe,Betis,2,0,27
8/3/2026,2sjqtzqw7toxdc5xpqu843vh0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2sjqtzqw7toxdc5xpqu843vh0,Villarreal,Elche,2,1,27
7/3/2026,2q9tc31q3pa181h1jnjxvfqc4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2q9tc31q3pa181h1jnjxvfqc4,Athletic,Barcelona,0,1,27
7/3/2026,2qn6lwhn5o37o0hl1unj5hl3o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2qn6lwhn5o37o0hl1unj5hl3o,Atlético,Real Sociedad,3,2,27
7/3/2026,2p5lebd6sut2o58yyixozunmc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2p5lebd6sut2o58yyixozunmc,Levante,Girona,1,1,27
7/3/2026,2pivvji4pf47xn5ziqca3ttlg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2pivvji4pf47xn5ziqca3ttlg,Osasuna,Mallorca,2,2,27
6/3/2026,2r0l3iazgy14lquy2273uny1g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2r0l3iazgy14lquy2273uny1g,Celta,Real Madrid,1,2,27
2/3/2026,2m4sef2l4im49rda90k3p41lg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2m4sef2l4im49rda90k3p41lg,Real Madrid,Getafe,0,1,26
1/3/2026,2lrcyrg6x6b1wz9q1xeyggkyc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2lrcyrg6x6b1wz9q1xeyggkyc,Girona,Celta,1,2,26
1/3/2026,2napzcxsfy1ju0ixutyi6z8yc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2napzcxsfy1ju0ixutyi6z8yc,Betis,Sevilla,2,2,26
1/3/2026,2mieos6z7lqo2pb9bsl6j0xsk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2mieos6z7lqo2pb9bsl6j0xsk,Valencia,Osasuna,1,0,26
1/3/2026,2no6er6enaks2abnft8fknndg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2no6er6enaks2abnft8fknndg,Elche,Espanyol,2,2,26
28/2/2026,2ldv2nafpzvwhdympdp0rff9w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2ldv2nafpzvwhdympdp0rff9w,Oviedo,Atlético,0,1,26
28/2/2026,2o1qezfdq50juhi4b82nyesk4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2o1qezfdq50juhi4b82nyesk4,Mallorca,Real Sociedad,0,1,26
28/2/2026,2mxi4zs0db40fjabi1d36b9ck,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2mxi4zs0db40fjabi1d36b9ck,Barcelona,Villarreal,4,1,26
28/2/2026,2osbe65qugeqj4btj6y4t4pas,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2osbe65qugeqj4btj6y4t4pas,Rayo,Athletic,1,1,26
27/2/2026,2of0ec1j3qlwnm140nciptixg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2of0ec1j3qlwnm140nciptixg,Levante,Alavés,2,0,26
23/2/2026,2j5gbrfdr52r652taci2oin84,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2j5gbrfdr52r652taci2oin84,Alavés,Girona,2,2,25
22/2/2026,2ieudkqygyu0aa32xvmgllc7o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2ieudkqygyu0aa32xvmgllc7o,Villarreal,Valencia,2,1,25
22/2/2026,2l0hlraqbbo3sgfhtv0iaa49g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2l0hlraqbbo3sgfhtv0iaa49g,Celta,Mallorca,2,0,25
22/2/2026,2k9uw8chd5ol6b9rrw5ftnc44,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2k9uw8chd5ol6b9rrw5ftnc44,Barcelona,Levante,3,0,25
22/2/2026,2hktnqo0d8lx8h65s2ac67ac4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2hktnqo0d8lx8h65s2ac67ac4,Getafe,Sevilla,0,1,25
21/2/2026,2jwf7cpzm72lrajndbtk03das,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2jwf7cpzm72lrajndbtk03das,Atlético,Espanyol,4,2,25
21/2/2026,2i1fz7uysfcivnrqrbpsybfo4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2i1fz7uysfcivnrqrbpsybfo4,Osasuna,Real Madrid,2,1,25
21/2/2026,2kn874mea28rs8m0s333xmp78,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2kn874mea28rs8m0s333xmp78,Betis,Rayo,1,1,25
21/2/2026,2is2f0giwb65xpuanzsstcs2c,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2is2f0giwb65xpuanzsstcs2c,Real Sociedad,Oviedo,3,3,25
20/2/2026,2jiyipev8f7wvnf4rp16n8n4k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2jiyipev8f7wvnf4rp16n8n4k,Athletic,Elche,2,1,25
16/2/2026,2elfffvt87h2apmhh2c0et3pw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2elfffvt87h2apmhh2c0et3pw,Girona,Barcelona,2,1,24
15/2/2026,2eyrfe9uog3f5s72qy88imxp0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2eyrfe9uog3f5s72qy88imxp0,Mallorca,Betis,1,2,24
15/2/2026,2ggfagcn46v6b5rbqpgdj7das,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2ggfagcn46v6b5rbqpgdj7das,Levante,Valencia,0,2,24
15/2/2026,2e85uzw4i0hdq9tlf0m02mo7o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2e85uzw4i0hdq9tlf0m02mo7o,Rayo,Atlético,3,0,24
15/2/2026,2dut8dksy5wicxc8bk1fy582c,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2dut8dksy5wicxc8bk1fy582c,Oviedo,Athletic,1,2,24
14/2/2026,2gtyyqnsw87ojqc60b9b50dn8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2gtyyqnsw87ojqc60b9b50dn8,Real Madrid,Real Sociedad,4,1,24
14/2/2026,2h7d8ukaxlbxzfalz2jej5us4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2h7d8ukaxlbxzfalz2jej5us4,Sevilla,Alavés,1,1,24
14/2/2026,2g2ynxffaiw8no1j61y45vvh0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2g2ynxffaiw8no1j61y45vvh0,Getafe,Villarreal,2,1,24
14/2/2026,2fc1kvignx7oybca1wqs2gsgk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2fc1kvignx7oybca1wqs2gsgk,Espanyol,Celta,2,2,24
13/2/2026,2fpgp04qfqn3zanmznei2zmdw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2fpgp04qfqn3zanmznei2zmdw,Elche,Osasuna,0,0,24
4/3/2026,2byg0dchhk26dnihjtq1wa0pg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2byg0dchhk26dnihjtq1wa0pg,Rayo,Oviedo,3,0,23
9/2/2026,2au8colu3pbwws92o9q03i9zo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2au8colu3pbwws92o9q03i9zo,Villarreal,Espanyol,4,1,23
8/2/2026,2bl3hdm49yj3nhnvngy8p6qs4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2bl3hdm49yj3nhnvngy8p6qs4,Valencia,Real Madrid,0,2,23
8/2/2026,2d48hhckok4yi8bluy55trf2s,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2d48hhckok4yi8bluy55trf2s,Atlético,Betis,0,1,23
8/2/2026,2b7m8c3nipodfdjjb4e6akqok,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2b7m8c3nipodfdjjb4e6akqok,Sevilla,Girona,1,1,23
8/2/2026,2cp6ugeg62t6fg02bkkkukums,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2cp6ugeg62t6fg02bkkkukums,Athletic,Levante,4,2,23
8/2/2026,2cbrliiyprq7a205rp3w1qz9w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2cbrliiyprq7a205rp3w1qz9w,Alavés,Getafe,0,2,23
7/2/2026,2agwdhyd4f3pb3wugya4art3o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2agwdhyd4f3pb3wugya4art3o,Real Sociedad,Elche,3,1,23
7/2/2026,2dhi57c0oalm6wvrjttsm44k4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2dhi57c0oalm6wvrjttsm44k4,Barcelona,Mallorca,3,0,23
6/2/2026,2a3fi3txct0dmxzfexhl3to2c,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2a3fi3txct0dmxzfexhl3to2c,Celta,Osasuna,1,2,23
2/2/2026,28z661pl07w40fr1in36f97o4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/28z661pl07w40fr1in36f97o4,Mallorca,Sevilla,4,1,22
1/2/2026,288lesgslzcbljs163839jl04,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/288lesgslzcbljs163839jl04,Athletic,Real Sociedad,1,1,22
1/2/2026,272epdgf25skn7iaizs21mzh0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/272epdgf25skn7iaizs21mzh0,Getafe,Celta,0,0,22
1/2/2026,28lvz9j35a3we5r2jy9lff7dg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/28lvz9j35a3we5r2jy9lff7dg,Betis,Valencia,2,1,22
1/2/2026,27t0dyh53751craqajb3o62hg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/27t0dyh53751craqajb3o62hg,Real Madrid,Rayo,2,1,22
31/1/2026,26p4gv6nxij3gqaoea17rxct0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/26p4gv6nxij3gqaoea17rxct0,Elche,Barcelona,1,3,22
31/1/2026,26bsh372a4004fxjzg381qgb8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/26bsh372a4004fxjzg381qgb8,Levante,Atlético,0,0,22
31/1/2026,29cmof9w51qvhnakmp2oado9g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/29cmof9w51qvhnakmp2oado9g,Osasuna,Villarreal,2,2,22
31/1/2026,27fpawpnvii11w6oxcgm7a80k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/27fpawpnvii11w6oxcgm7a80k,Oviedo,Girona,1,0,22
30/1/2026,29q144duutijtrpdfzof1zims,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/29q144duutijtrpdfzof1zims,Espanyol,Alavés,1,2,22
26/1/2026,23c7lgceh27fdelyfo5a4ygwk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/23c7lgceh27fdelyfo5a4ygwk,Girona,Getafe,1,1,21
25/1/2026,24ggs30od6yf2dz3uyz8zjlec,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/24ggs30od6yf2dz3uyz8zjlec,Alavés,Betis,2,1,21
25/1/2026,25yd18qv80e97mjmlmv5vc4r8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/25yd18qv80e97mjmlmv5vc4r8,Real Sociedad,Celta,3,1,21
25/1/2026,257ci0bd6g6l3uk1fn5a0ob2s,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/257ci0bd6g6l3uk1fn5a0ob2s,Barcelona,Oviedo,3,0,21
25/1/2026,24tv2ajrcwbqaq46kxd54mgpg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/24tv2ajrcwbqaq46kxd54mgpg,Atlético,Mallorca,3,0,21
24/1/2026,242xbwdul3xv3pwz602l6btw4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/242xbwdul3xv3pwz602l6btw4,Villarreal,Real Madrid,0,2,21
24/1/2026,25kz3clipo3v4d1gp3m23n5ec,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/25kz3clipo3v4d1gp3m23n5ec,Sevilla,Athletic,2,1,21
24/1/2026,22x7y5lc2ynqrwdkh5kl64a38,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/22x7y5lc2ynqrwdkh5kl64a38,Valencia,Espanyol,3,2,21
24/1/2026,23ph16hry56w3gdhgy3s5pafo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/23ph16hry56w3gdhgy3s5pafo,Rayo,Osasuna,1,3,21
23/1/2026,22jwwfu5djp7vwtjkvcujieqc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/22jwwfu5djp7vwtjkvcujieqc,Levante,Elche,3,2,21
19/1/2026,21t9p2uvl57vfs1xsytfooxzo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/21t9p2uvl57vfs1xsytfooxzo,Elche,Sevilla,2,2,20
18/1/2026,20boml0nnzxlvqvyy0ylfxdlg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/20boml0nnzxlvqvyy0ylfxdlg,Real Sociedad,Barcelona,2,1,20
18/1/2026,21fk37khnhcggf2uk9kxgl638,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/21fk37khnhcggf2uk9kxgl638,Celta,Rayo,3,0,20
18/1/2026,1zkz16jzrxddg9c05edk2znys,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1zkz16jzrxddg9c05edk2znys,Atlético,Alavés,1,0,20
18/1/2026,1yshj5s9yj440ar0xld31xxqs,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1yshj5s9yj440ar0xld31xxqs,Getafe,Valencia,0,1,20
17/1/2026,212c0txlhb4ljff92d2cu5edw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/212c0txlhb4ljff92d2cu5edw,Betis,Villarreal,2,0,20
17/1/2026,1z79bgsg0g4xojqjpoxolh1ck,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1z79bgsg0g4xojqjpoxolh1ck,Osasuna,Oviedo,3,2,20
17/1/2026,1zyd1rcyvotux5kjh936dehp0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1zyd1rcyvotux5kjh936dehp0,Mallorca,Athletic,3,2,20
17/1/2026,20p4cff79mu4mto9rpw2sdj4k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/20p4cff79mu4mto9rpw2sdj4k,Real Madrid,Levante,2,0,20
16/1/2026,226m1xys6v816jac3sck3d3is,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/226m1xys6v816jac3sck3d3is,Espanyol,Girona,0,2,20
12/1/2026,1w0ngrj3bf0ruv81ra4w2muj8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1w0ngrj3bf0ruv81ra4w2muj8,Sevilla,Celta,0,1,19
11/1/2026,1wrc3h54fm3azopbuu3iq7b4k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1wrc3h54fm3azopbuu3iq7b4k,Levante,Espanyol,1,1,19
11/1/2026,1x4ja8gant6mmc4sm9odbjcpg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1x4ja8gant6mmc4sm9odbjcpg,Rayo,Mallorca,2,1,19
10/1/2026,1wdy4ggbun88lgjv5mhlw53pw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1wdy4ggbun88lgjv5mhlw53pw,Valencia,Elche,1,1,19
10/1/2026,1ydvgoo74zv2bvij485wtc93o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1ydvgoo74zv2bvij485wtc93o,Girona,Osasuna,1,0,19
10/1/2026,1uwb3z5cnpg9o84qdcr5r2o7o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1uwb3z5cnpg9o84qdcr5r2o7o,Villarreal,Alavés,3,1,19
10/1/2026,1vn4i7o4gvzy4wej9uoz5qz9w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1vn4i7o4gvzy4wej9uoz5qz9w,Oviedo,Betis,1,1,19
9/1/2026,1xweeu166hhelv9hh9l8lnpjo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1xweeu166hhelv9hh9l8lnpjo,Getafe,Real Sociedad,1,2,19
3/12/2025,1ximrnsi0rfciohtjk242p1jo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1ximrnsi0rfciohtjk242p1jo,Athletic,Real Madrid,0,3,19
2/12/2025,1v9qqviahmnia4ewmzd4aejv8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1v9qqviahmnia4ewmzd4aejv8,Barcelona,Atlético,3,1,19
4/1/2026,1rhyonqt5a171xvtvluwo5p1w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1rhyonqt5a171xvtvluwo5p1w,Real Sociedad,Atlético,1,1,18
4/1/2026,1szis91vby48oriy7er25lams,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1szis91vby48oriy7er25lams,Mallorca,Girona,1,2,18
4/1/2026,1ts1vbi2mugv1401ifojdtqtw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1ts1vbi2mugv1401ifojdtqtw,Alavés,Oviedo,1,1,18
4/1/2026,1s8ry79zt6zhqqa2eoakvm904,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1s8ry79zt6zhqqa2eoakvm904,Real Madrid,Betis,5,1,18
4/1/2026,1tethtdduidjywarrz3qiyx3o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1tethtdduidjywarrz3qiyx3o,Sevilla,Levante,0,3,18
3/1/2026,1rvgcgz2ftmamcay54gz2qtjo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1rvgcgz2ftmamcay54gz2qtjo,Espanyol,Barcelona,0,2,18
3/1/2026,1uit2aujexe8xc2izg1a2uyvo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1uit2aujexe8xc2izg1a2uyvo,Elche,Villarreal,1,3,18
