date,match_id,url_match,home,away,home_score,away_score,matchweek
3/1/2026,1r4k8mooxohtqr7vzjm29hul0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1r4k8mooxohtqr7vzjm29hul0,Osasuna,Athletic,1,1,18
3/1/2026,1u5e5gvy0cadt3stkrffvi8es,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1u5e5gvy0cadt3stkrffvi8es,Celta,Valencia,4,1,18
2/1/2026,1sm9e25y9tbcyvop5fmwgz8k4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1sm9e25y9tbcyvop5fmwgz8k4,Rayo,Getafe,1,1,18
22/12/2025,1pmmfccm8cfhw6hua3w0gz28k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1pmmfccm8cfhw6hua3w0gz28k,Athletic,Espanyol,1,2,17
21/12/2025,1q09wu5t41r3rdtsv757pyf4k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1q09wu5t41r3rdtsv757pyf4k,Betis,Getafe,4,0,17
21/12/2025,1qdreckuiubqc7yotymp8jggk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1qdreckuiubqc7yotymp8jggk,Elche,Rayo,4,0,17
21/12/2025,1oi5jmg0ldrmljyz46todfbpw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1oi5jmg0ldrmljyz46todfbpw,Villarreal,Barcelona,0,2,17
21/12/2025,1o35rsofsxiepozlbmke0wduc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1o35rsofsxiepozlbmke0wduc,Girona,Atlético,0,3,17
20/12/2025,1nc8632r4hii9bl1ygnappkpg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1nc8632r4hii9bl1ygnappkpg,Real Madrid,Sevilla,2,0,17
20/12/2025,1nppp2u47kuc6os6g0e21xp1w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1nppp2u47kuc6os6g0e21xp1w,Osasuna,Alavés,3,0,17
20/12/2025,1qr5wncwgktkt7jksvs6m3n6c,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1qr5wncwgktkt7jksvs6m3n6c,Levante,Real Sociedad,1,1,17
20/12/2025,1ovhxl8n5vxmkrovkcg8q8ufo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1ovhxl8n5vxmkrovkcg8q8ufo,Oviedo,Celta,0,0,17
19/12/2025,1p93rklxg8b0b4dymsqjlcbh0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1p93rklxg8b0b4dymsqjlcbh0,Valencia,Mallorca,1,1,17
18/2/2026,1jlhapyjldhvatexkb19ja6fo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1jlhapyjldhvatexkb19ja6fo,Levante,Villarreal,0,1,16
15/12/2025,1kcl2n7fay0ptltdwj2k47tp0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1kcl2n7fay0ptltdwj2k47tp0,Rayo,Betis,0,0,16
14/12/2025,1m7vig0k2tt5q9apse7108pas,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1m7vig0k2tt5q9apse7108pas,Alavés,Real Madrid,1,2,16
14/12/2025,1jz2ik6i4oz41zqr2od8yiwb8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1jz2ik6i4oz41zqr2od8yiwb8,Celta,Athletic,2,0,16
14/12/2025,1lud5oppwm3ngiyzarvb1zoyc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1lud5oppwm3ngiyzarvb1zoyc,Sevilla,Oviedo,4,0,16
13/12/2025,1l3ezfcz5pfa7eixz6hnfmj9w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1l3ezfcz5pfa7eixz6hnfmj9w,Getafe,Espanyol,0,1,16
13/12/2025,1myp00g7w796yt6ts8ojdkys4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1myp00g7w796yt6ts8ojdkys4,Barcelona,Osasuna,2,0,16
13/12/2025,1kpzn7hqfuvbxrrrsh2c6mdxw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1kpzn7hqfuvbxrrrsh2c6mdxw,Mallorca,Elche,3,1,16
13/12/2025,1mlai6ycmblrejdaxysomfw2c,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1mlai6ycmblrejdaxysomfw2c,Atlético,Valencia,2,1,16
12/12/2025,1lgsuqoyjxec8b0tdfgdpl15g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1lgsuqoyjxec8b0tdfgdpl15g,Real Sociedad,Girona,1,2,16
8/12/2025,1hp0gvnq8tu7bswk405xa49as,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1hp0gvnq8tu7bswk405xa49as,Osasuna,Levante,2,0,15
7/12/2025,1gy4rm1nw9jppuagj17r91l3o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1gy4rm1nw9jppuagj17r91l3o,Real Madrid,Celta,0,2,15
7/12/2025,1g7ev92a4xzvmnte18e1h7thw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1g7ev92a4xzvmnte18e1h7thw,Espanyol,Rayo,1,0,15
7/12/2025,1ifuis5x6296qke087rpwo5jo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1ifuis5x6296qke087rpwo5jo,Valencia,Sevilla,1,1,15
7/12/2025,1fu4ltpxdb9j94v6s2kbx1puc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1fu4ltpxdb9j94v6s2kbx1puc,Elche,Girona,3,0,15
6/12/2025,1j6l9nsawkrpvmlpb5fprga38,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1j6l9nsawkrpvmlpb5fprga38,Athletic,Atlético,1,0,15
6/12/2025,1gkqfp2d7qi9h6k34k3mo8zkk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1gkqfp2d7qi9h6k34k3mo8zkk,Betis,Barcelona,3,5,15
6/12/2025,1it612xdkwgzafk6n7xtzy8es,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1it612xdkwgzafk6n7xtzy8es,Alavés,Real Sociedad,1,0,15
6/12/2025,1hbkc2pl94wmoej46f3izy4gk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1hbkc2pl94wmoej46f3izy4gk,Villarreal,Getafe,2,0,15
5/12/2025,1i2f9ycdq0mof2nmr7jievlsk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1i2f9ycdq0mof2nmr7jievlsk,Oviedo,Mallorca,0,0,15
1/12/2025,1ctejm87t066zop4ert2zb4es,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1ctejm87t066zop4ert2zb4es,Rayo,Valencia,1,1,14
30/11/2025,1c2s2pxxqc6pp652crmn64etw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1c2s2pxxqc6pp652crmn64etw,Girona,Real Madrid,1,1,14
30/11/2025,1fgucgxqx7rp34edgxippj6s4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1fgucgxqx7rp34edgxippj6s4,Celta,Espanyol,0,1,14
30/11/2025,1eaz7mdny12eiuyeysnycnw2c,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1eaz7mdny12eiuyeysnycnw2c,Sevilla,Betis,0,2,14
30/11/2025,1d6oxum3q5ydyzsf48df1qas4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1d6oxum3q5ydyzsf48df1qas4,Real Sociedad,Villarreal,2,3,14
29/11/2025,1f3hreqlw5s8sg03041v1ecyc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1f3hreqlw5s8sg03041v1ecyc,Atlético,Oviedo,2,0,14
29/11/2025,1dxl0z31i0438ti5nrd22dl3o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1dxl0z31i0438ti5nrd22dl3o,Levante,Athletic,0,2,14
29/11/2025,1dk2hnl09qux7z4fqn1qxq238,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1dk2hnl09qux7z4fqn1qxq238,Barcelona,Alavés,3,1,14
29/11/2025,1cg5aiu7phyw89gyr0m9hme50,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1cg5aiu7phyw89gyr0m9hme50,Mallorca,Osasuna,2,2,14
28/11/2025,1eq00zu9dngz36evkyw20uw44,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1eq00zu9dngz36evkyw20uw44,Getafe,Elche,1,0,14
24/11/2025,191yv3mlrk964ybeg2ilya9sk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/191yv3mlrk964ybeg2ilya9sk,Espanyol,Sevilla,2,1,13
23/11/2025,18ojlro5jtdeu8nv72repur6c,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/18ojlro5jtdeu8nv72repur6c,Elche,Real Madrid,2,2,13
23/11/2025,1al4jq2l4mkefxzf7iqmiledw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1al4jq2l4mkefxzf7iqmiledw,Getafe,Atlético,0,1,13
23/11/2025,18b3vyjp3y356x49ce7z1qdxw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/18b3vyjp3y356x49ce7z1qdxw,Betis,Girona,1,1,13
23/11/2025,19ubgm1lxlw64hrajkv1cc5ck,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/19ubgm1lxlw64hrajkv1cc5ck,Oviedo,Rayo,0,0,13
22/11/2025,1bbwtdnimi7tbl6aatezlnwno,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1bbwtdnimi7tbl6aatezlnwno,Villarreal,Mallorca,2,1,13
22/11/2025,19fc4xa7cho23jve43ojie39w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/19fc4xa7cho23jve43ojie39w,Osasuna,Real Sociedad,1,3,13
22/11/2025,1a7radhhole7vfnciarzauq6s,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1a7radhhole7vfnciarzauq6s,Barcelona,Athletic,4,0,13
22/11/2025,1bpdzkqykdmb75z4uarby311w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1bpdzkqykdmb75z4uarby311w,Alavés,Celta,0,1,13
21/11/2025,1ayj7qyruvkyprfzr6plov4t0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1ayj7qyruvkyprfzr6plov4t0,Valencia,Levante,1,0,13
9/11/2025,16t0fdut4ky4b4es7i0trovtg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/16t0fdut4ky4b4es7i0trovtg,Celta,Barcelona,2,4,12
9/11/2025,176p8ms7mmtnsyiwqb87aavx0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/176p8ms7mmtnsyiwqb87aavx0,Valencia,Betis,1,1,12
9/11/2025,17kbnro1phdt3xdaadluy52j8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/17kbnro1phdt3xdaadluy52j8,Mallorca,Getafe,1,0,12
9/11/2025,16234pc0mx6bpyeqhj4i81p90,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/16234pc0mx6bpyeqhj4i81p90,Rayo,Real Madrid,0,0,12
9/11/2025,14ia91hr21lnjto1f2uga5f6c,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/14ia91hr21lnjto1f2uga5f6c,Athletic,Oviedo,1,0,12
8/11/2025,15ojns8pjndvlncxp05js2cyc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/15ojns8pjndvlncxp05js2cyc,Espanyol,Villarreal,0,2,12
8/11/2025,14xa2ysiarbslbwcla4hhzqj8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/14xa2ysiarbslbwcla4hhzqj8,Atlético,Levante,3,1,12
8/11/2025,17xoblao6gdkidisaddnrpa1g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/17xoblao6gdkidisaddnrpa1g,Sevilla,Osasuna,1,0,12
8/11/2025,16fj9cb2vp81vtnlvqdcoou1g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/16fj9cb2vp81vtnlvqdcoou1g,Girona,Alavés,1,0,12
7/11/2025,15au35re7u5b9ru4hoko7f3f8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/15au35re7u5b9ru4hoko7f3f8,Elche,Real Sociedad,1,1,12
3/11/2025,13d50vdn5ecuddcpg1cvdrq50,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/13d50vdn5ecuddcpg1cvdrq50,Oviedo,Osasuna,0,0,11
2/11/2025,11hplskmrac4dwfmqv72f9nh0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/11hplskmrac4dwfmqv72f9nh0,Betis,Mallorca,3,0,11
2/11/2025,113wccwt50kebz0thqf0fxkpg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/113wccwt50kebz0thqf0fxkpg,Barcelona,Elche,3,1,11
2/11/2025,144g7b7ez101gt3yczm0yblzo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/144g7b7ez101gt3yczm0yblzo,Alavés,Espanyol,2,1,11
2/11/2025,12zi2fz6nuyhye00alaymbms4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/12zi2fz6nuyhye00alaymbms4,Levante,Celta,1,2,11
1/11/2025,1288ajju0cadnuxxhvkal1mok,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1288ajju0cadnuxxhvkal1mok,Real Madrid,Valencia,4,0,11
1/11/2025,12lophscpllg367yx7yn0mpec,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/12lophscpllg367yx7yn0mpec,Real Sociedad,Athletic,3,2,11
1/11/2025,10qg7chtpoj0knqnvx2oduot0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/10qg7chtpoj0knqnvx2oduot0,Atlético,Sevilla,3,0,11
1/11/2025,13qwzalezgy8gxih0ube0ap78,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/13qwzalezgy8gxih0ube0ap78,Villarreal,Rayo,4,0,11
31/10/2025,11uxeay5z2isuekqd9fq0usyc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/11uxeay5z2isuekqd9fq0usyc,Getafe,Girona,2,1,11
27/10/2025,ygjm4bbtl6jbrz9gsd661vys,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/ygjm4bbtl6jbrz9gsd661vys,Betis,Atlético,0,2,10
26/10/2025,y38fh1awgi9yuxppo1n61ous,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/y38fh1awgi9yuxppo1n61ous,Rayo,Alavés,1,0,10
26/10/2025,z7hbnyt9xc1j8x9pacy6jmdw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/z7hbnyt9xc1j8x9pacy6jmdw,Osasuna,Celta,2,3,10
26/10/2025,ytxz0i1eppxxqupm27ktuln8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/ytxz0i1eppxxqupm27ktuln8,Real Madrid,Barcelona,2,1,10
26/10/2025,zzqopgn9iz38xxwmgsl6ccus,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/zzqopgn9iz38xxwmgsl6ccus,Mallorca,Levante,1,1,10
25/10/2025,xpp766lmrig4xeolfmmtehp0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/xpp766lmrig4xeolfmmtehp0,Valencia,Villarreal,0,2,10
25/10/2025,10d1132abu0fa9xolj05top3o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/10d1132abu0fa9xolj05top3o,Athletic,Getafe,0,1,10
25/10/2025,zkqu9lm76sa6ypjcluvnr578,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/zkqu9lm76sa6ypjcluvnr578,Espanyol,Elche,1,0,10
25/10/2025,wyrlnmec1exr7tyktusq0i6s,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/wyrlnmec1exr7tyktusq0i6s,Girona,Oviedo,3,3,10
24/10/2025,xcapf185ght9jj3jcgj4v0us,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/xcapf185ght9jj3jcgj4v0us,Real Sociedad,Sevilla,2,1,10
20/10/2025,t6q5ftwcnm8os0cb3stk1kic,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/t6q5ftwcnm8os0cb3stk1kic,Alavés,Valencia,0,0,9
19/10/2025,uoe12e3coa1i9fov19pdukus,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/uoe12e3coa1i9fov19pdukus,Getafe,Real Madrid,0,1,9
19/10/2025,v3lhpsc6pb8pl9l3mu0evqj8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/v3lhpsc6pb8pl9l3mu0evqj8,Levante,Rayo,0,3,9
19/10/2025,ub49wftchgk7szozxswbslck,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/ub49wftchgk7szozxswbslck,Celta,Real Sociedad,1,1,9
19/10/2025,vgz6kc0y9dz9ecnnqulzb578,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/vgz6kc0y9dz9ecnnqulzb578,Elche,Athletic,0,0,9
18/10/2025,tk5mkd96dh3cu38pb2k286qc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/tk5mkd96dh3cu38pb2k286qc,Atlético,Osasuna,1,0,9
18/10/2025,vue1zih02z58m1ihnz9pod90,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/vue1zih02z58m1ihnz9pod90,Villarreal,Betis,2,2,9
18/10/2025,txn45zihl3cp2bv3lj5rmot0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/txn45zihl3cp2bv3lj5rmot0,Barcelona,Girona,2,1,9
18/10/2025,wlegmdabr8ruispvl8gtzv9w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/wlegmdabr8ruispvl8gtzv9w,Sevilla,Mallorca,1,3,9
17/10/2025,w7ym83i7x7vql3mkid0zn3tg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/w7ym83i7x7vql3mkid0zn3tg,Oviedo,Espanyol,0,2,9
5/10/2025,qys0flp8cpyb6p1fsjh7d1xw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/qys0flp8cpyb6p1fsjh7d1xw,Celta,Atlético,1,1,8
5/10/2025,stfu1ncpwokjdp38odv9rb4k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/stfu1ncpwokjdp38odv9rb4k,Real Sociedad,Rayo,0,1,8
5/10/2025,rp9h3yrxylg9bwywpccje8lw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/rp9h3yrxylg9bwywpccje8lw,Espanyol,Betis,1,2,8
5/10/2025,rbyhgw1kyp0ghg2qpvznvvv8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/rbyhgw1kyp0ghg2qpvznvvv8,Sevilla,Barcelona,4,1,8
5/10/2025,pftv5ujrolgrr85ijlnj728k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/pftv5ujrolgrr85ijlnj728k,Alavés,Elche,3,1,8
4/10/2025,qll7e8qbbmjfzxvwpi96cg0k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/qll7e8qbbmjfzxvwpi96cg0k,Real Madrid,Villarreal,3,1,8
4/10/2025,pt81qdbd7pkbnnkpq246rtw4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/pt81qdbd7pkbnnkpq246rtw4,Athletic,Mallorca,2,1,8
4/10/2025,q89ix5d2x25rptwlhkq27j10,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/q89ix5d2x25rptwlhkq27j10,Girona,Valencia,2,1,8
4/10/2025,sg2ifrolnrbubiys9n9n8844,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/sg2ifrolnrbubiys9n9n8844,Oviedo,Levante,0,2,8
3/10/2025,s2odkp4oybdaqou9lx1fd6ok,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/s2odkp4oybdaqou9lx1fd6ok,Osasuna,Getafe,2,1,8
30/9/2025,lqdgf26mjssi4yz9o00xco44,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/lqdgf26mjssi4yz9o00xco44,Valencia,Oviedo,1,2,7
