week,match_id,team_code,Jersey Number,player_id,Team Formation,Team Player Formation,min,sec,minsec,team setp up,player on,formation change,second yellow,red card
7,opadvx9ieaoaai2n08r4sqok,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,10,6.0,7,38,7.6,0,0,1,0,0
7,opadvx9ieaoaai2n08r4sqok,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,10,6.0,15,58,16.0,0,0,1,0,0
8,pftv5ujrolgrr85ijlnj728k,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,12,2.0,86,52,86.9,1,0,0,0,0
8,pftv5ujrolgrr85ijlnj728k,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,12,2.0,12,50,12.8,0,0,1,0,0
9,vgz6kc0y9dz9ecnnqulzb578,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,4,2.0,79,46,79.8,1,0,0,0,0
9,vgz6kc0y9dz9ecnnqulzb578,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,4,2.0,13,57,14.0,0,0,1,0,0
10,zkqu9lm76sa6ypjcluvnr578,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,7,2.0,97,31,97.5,1,0,0,0,0
11,113wccwt50kebz0thqf0fxkpg,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,7,3.0,72,33,72.6,1,0,0,0,0
11,113wccwt50kebz0thqf0fxkpg,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,7,2.0,25,27,25.5,0,0,1,0,0
12,15au35re7u5b9ru4hoko7f3f8,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,7,2.0,74,6,74.1,1,0,0,0,0
12,15au35re7u5b9ru4hoko7f3f8,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,7,2.0,15,16,15.3,0,0,1,0,0
12,15au35re7u5b9ru4hoko7f3f8,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,7,2.0,8,4,8.1,0,0,1,0,0
13,18ojlro5jtdeu8nv72repur6c,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,10,6.0,83,17,83.3,1,0,0,0,0
13,18ojlro5jtdeu8nv72repur6c,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,10,2.0,15,7,15.1,0,0,1,0,0
14,1eq00zu9dngz36evkyw20uw44,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,10,6.0,64,43,64.7,1,0,0,0,0
14,1eq00zu9dngz36evkyw20uw44,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,10,6.0,33,0,33.0,0,0,1,0,0
15,1fu4ltpxdb9j94v6s2kbx1puc,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,12,7.0,60,7,60.1,1,0,0,0,0
15,1fu4ltpxdb9j94v6s2kbx1puc,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,12,7.0,34,8,34.1,0,0,1,0,0
16,1kpzn7hqfuvbxrrrsh2c6mdxw,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,7,2.0,68,15,68.2,1,0,0,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,12,7.0,11,23,11.4,1,0,0,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,12,2.0,71,58,72.0,0,0,1,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,13,2.0,13,0,13.0,0,0,1,0,0
18,1uit2aujexe8xc2izg1a2uyvo,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,12,2.0,82,36,82.6,1,0,0,0,0
19,1wdy4ggbun88lgjv5mhlw53pw,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,7,2.0,65,56,65.9,1,0,0,0,0
19,1wdy4ggbun88lgjv5mhlw53pw,ELC,15.0,e1g4cho31825bw7apvh9xr0x6,7,2.0,12,5,12.1,0,0,1,0,0
24,2fpgp04qfqn3zanmznei2zmdw,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,84,32,84.5,1,0,0,0,0
25,2jiyipev8f7wvnf4rp16n8n4k,ELC,15.0,1i9mqbswolg91evnmsrf5katx,19,2.0,77,6,77.1,1,0,0,0,0
26,2no6er6enaks2abnft8fknndg,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,68,51,68.8,1,0,0,0,0
29,2yl5s151fw9kjhq3j3dx1g2l0,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,79,21,79.4,1,0,0,0,0
29,2yl5s151fw9kjhq3j3dx1g2l0,ELC,15.0,1i9mqbswolg91evnmsrf5katx,16,7.0,15,32,15.5,0,0,1,0,0
29,2yl5s151fw9kjhq3j3dx1g2l0,ELC,15.0,1i9mqbswolg91evnmsrf5katx,16,9.0,7,7,7.1,0,0,1,0,0
30,30u02n6fw3bxc2lk51wv1cowk,ELC,15.0,1i9mqbswolg91evnmsrf5katx,13,3.0,38,24,38.4,1,0,0,0,0
30,30u02n6fw3bxc2lk51wv1cowk,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,8,35,8.6,0,0,1,0,0
30,30u02n6fw3bxc2lk51wv1cowk,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,37,29,37.5,0,0,1,0,0
30,30u02n6fw3bxc2lk51wv1cowk,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,12,26,12.4,0,0,1,0,0
31,363nbiu36arb8us8vuxlizqc4,ELC,15.0,1i9mqbswolg91evnmsrf5katx,18,2.0,82,17,82.3,1,0,0,0,0
31,363nbiu36arb8us8vuxlizqc4,ELC,15.0,1i9mqbswolg91evnmsrf5katx,17,2.0,13,14,13.2,0,0,1,0,0
32,3bihehy0y8mtxizg74rkkuh3o,ELC,15.0,1i9mqbswolg91evnmsrf5katx,10,2.0,33,52,33.9,0,1,0,0,0
33,3ehzlcos9xo56ol70wttwmu50,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,72,3,72.0,1,0,0,0,0
34,3h5n4m7klbnl9dx9yx9w5zk7o,ELC,15.0,1i9mqbswolg91evnmsrf5katx,18,2.0,70,29,70.5,1,0,0,0,0
35,3logguenlwy065aa7gb1hf3tg,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,57,45,57.8,1,0,0,0,0
35,3logguenlwy065aa7gb1hf3tg,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,3.0,9,22,9.4,0,0,1,0,0
36,3njoj8cm40koxt8u94a1h3yfo,ELC,15.0,1i9mqbswolg91evnmsrf5katx,10,2.0,17,20,17.3,0,1,0,0,0
36,3njoj8cm40koxt8u94a1h3yfo,ELC,15.0,1i9mqbswolg91evnmsrf5katx,10,2.0,18,0,18.0,0,0,1,0,0
37,3s2q5sph3bm3auk1b8odb493o,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,68,50,68.8,1,0,0,0,0
37,3s2q5sph3bm3auk1b8odb493o,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,18,9,18.1,0,0,1,0,0
37,3s2q5sph3bm3auk1b8odb493o,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,2.0,1,58,2.0,0,0,1,0,0
37,3s2q5sph3bm3auk1b8odb493o,ELC,15.0,1i9mqbswolg91evnmsrf5katx,12,9.0,8,59,9.0,0,0,1,0,0
38,3y3gz2ufpcbu5vkgph7jyg74k,ELC,15.0,1i9mqbswolg91evnmsrf5katx,7,7.0,78,52,78.9,1,0,0,0,0
38,3y3gz2ufpcbu5vkgph7jyg74k,ELC,15.0,1i9mqbswolg91evnmsrf5katx,11,7.0,8,47,8.8,0,0,1,0,0
38,3y3gz2ufpcbu5vkgph7jyg74k,ELC,15.0,1i9mqbswolg91evnmsrf5katx,11,7.0,6,52,6.9,0,0,1,0,0
38,3y3gz2ufpcbu5vkgph7jyg74k,ELC,15.0,1i9mqbswolg91evnmsrf5katx,11,7.0,7,49,7.8,0,0,1,0,0
1,2t5f41usmgztitxkybrycidw,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,4,8.0,16,57,16.9,0,1,0,0,0
1,2t5f41usmgztitxkybrycidw,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,8,8.0,13,23,13.4,0,0,1,0,0
2,49e80e647ljijc5bz8tqc2l0,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,18,9.0,30,8,30.1,0,1,0,0,0
3,8auqwdd7rhk8k4erd29m5c0k,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,19,8.0,0,21,0.4,0,1,0,0,0
3,8auqwdd7rhk8k4erd29m5c0k,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,19,11.0,16,4,16.1,0,0,1,0,0
3,8auqwdd7rhk8k4erd29m5c0k,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,19,11.0,10,25,10.4,0,0,1,0,0
4,du8jha9qxukb7ki17m3y3aj8,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,12,8.0,92,42,92.7,1,0,0,0,0
5,faxb5rfdawpnwaoof1j1o3ro,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,19,11.0,74,54,74.9,1,0,0,0,0
8,pftv5ujrolgrr85ijlnj728k,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,12,7.0,39,25,39.4,0,1,0,0,0
9,vgz6kc0y9dz9ecnnqulzb578,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,4,7.0,79,46,79.8,1,0,0,0,0
9,vgz6kc0y9dz9ecnnqulzb578,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,4,7.0,20,27,20.5,0,0,1,0,0
10,zkqu9lm76sa6ypjcluvnr578,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,7,8.0,57,26,57.4,1,0,0,0,0
11,113wccwt50kebz0thqf0fxkpg,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,7,8.0,48,0,48.0,1,0,0,0,0
13,18ojlro5jtdeu8nv72repur6c,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,10,7.0,17,38,17.6,0,1,0,0,0
13,18ojlro5jtdeu8nv72repur6c,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,10,7.0,15,7,15.1,0,0,1,0,0
14,1eq00zu9dngz36evkyw20uw44,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,10,11.0,61,27,61.4,1,0,0,0,0
16,1kpzn7hqfuvbxrrrsh2c6mdxw,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,7,8.0,68,16,68.3,1,0,0,0,0
16,1kpzn7hqfuvbxrrrsh2c6mdxw,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,7,8.0,11,35,11.6,0,0,1,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,12,2.0,0,7,0.1,0,1,0,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,12,7.0,71,58,72.0,0,0,1,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,13,7.0,13,0,13.0,0,0,1,0,0
18,1uit2aujexe8xc2izg1a2uyvo,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,12,7.0,82,48,82.8,1,0,0,0,0
19,1wdy4ggbun88lgjv5mhlw53pw,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,7,8.0,65,56,65.9,1,0,0,0,0
19,1wdy4ggbun88lgjv5mhlw53pw,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,7,8.0,12,0,12.0,0,0,1,0,0
20,21t9p2uvl57vfs1xsytfooxzo,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,11,11.0,68,1,68.0,1,0,0,0,0
21,22jwwfu5djp7vwtjkvcujieqc,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,5,4.0,62,53,62.9,1,0,0,0,0
22,26p4gv6nxij3gqaoea17rxct0,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,18,9.0,13,49,13.8,0,1,0,0,0
22,26p4gv6nxij3gqaoea17rxct0,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,18,9.0,22,1,22.0,0,0,1,0,0
23,2agwdhyd4f3pb3wugya4art3o,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,19,11.0,59,11,59.2,1,0,0,0,0
24,2fpgp04qfqn3zanmznei2zmdw,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,12,7.0,4,59,5.0,0,1,0,0,0
24,2fpgp04qfqn3zanmznei2zmdw,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,12,7.0,10,31,10.5,0,0,1,0,0
27,2sjqtzqw7toxdc5xpqu843vh0,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,12,8.0,36,38,36.6,0,1,0,0,0
28,2sx9kf2syjyyqwaxz74i46n10,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,10,10.0,69,35,69.6,1,0,0,0,0
28,2sx9kf2syjyyqwaxz74i46n10,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,10,7.0,9,41,9.7,0,0,1,0,0
31,363nbiu36arb8us8vuxlizqc4,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,18,9.0,71,46,71.8,1,0,0,0,0
33,3ehzlcos9xo56ol70wttwmu50,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,12,8.0,72,10,72.2,1,0,0,0,0
34,3h5n4m7klbnl9dx9yx9w5zk7o,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,18,9.0,18,46,18.8,0,1,0,0,0
34,3h5n4m7klbnl9dx9yx9w5zk7o,ELC,16.0,dkdy6ighxc2j05suqc2odry3u,18,8.0,19,16,19.3,0,0,1,0,0
5,faxb5rfdawpnwaoof1j1o3ro,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,19,2.0,74,57,75.0,1,0,0,0,0
5,faxb5rfdawpnwaoof1j1o3ro,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,19,2.0,5,45,5.8,0,0,1,0,0
6,lcqefumn96v640d0yzsv7xuc,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,10,2.0,12,28,12.5,0,1,0,0,0
7,opadvx9ieaoaai2n08r4sqok,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,10,2.0,76,40,76.7,1,0,0,0,0
7,opadvx9ieaoaai2n08r4sqok,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,10,2.0,7,33,7.5,0,0,1,0,0
9,vgz6kc0y9dz9ecnnqulzb578,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,4,11.0,6,44,6.7,0,1,0,0,0
10,zkqu9lm76sa6ypjcluvnr578,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,7,7.0,26,15,26.2,0,1,0,0,0
12,15au35re7u5b9ru4hoko7f3f8,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,7,7.0,74,5,74.1,1,0,0,0,0
15,1fu4ltpxdb9j94v6s2kbx1puc,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,2.0,0,3,0.0,0,1,0,0,0
15,1fu4ltpxdb9j94v6s2kbx1puc,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,2.0,34,8,34.1,0,0,1,0,0
16,1kpzn7hqfuvbxrrrsh2c6mdxw,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,7,5.0,7,59,8.0,0,1,0,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,11.0,0,23,0.4,0,1,0,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,13,10.0,13,0,13.0,0,0,1,0,0
18,1uit2aujexe8xc2izg1a2uyvo,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,2.0,17,34,17.6,0,1,0,0,0
20,21t9p2uvl57vfs1xsytfooxzo,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,11,2.0,68,37,68.6,1,0,0,0,0
21,22jwwfu5djp7vwtjkvcujieqc,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,5,4.0,0,4,0.1,0,1,0,0,0
21,22jwwfu5djp7vwtjkvcujieqc,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,5,7.0,36,26,36.4,0,0,1,0,0
26,2no6er6enaks2abnft8fknndg,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,2.0,6,48,6.8,0,1,0,0,0
26,2no6er6enaks2abnft8fknndg,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,2.0,28,14,28.2,0,0,1,0,0
27,2sjqtzqw7toxdc5xpqu843vh0,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,2.0,27,56,27.9,0,1,0,0,0
28,2sx9kf2syjyyqwaxz74i46n10,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,10,4.0,0,1,0.0,0,1,0,0,0
28,2sx9kf2syjyyqwaxz74i46n10,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,10,2.0,9,42,9.7,0,0,1,0,0
28,2sx9kf2syjyyqwaxz74i46n10,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,10,2.0,21,34,21.6,0,0,1,0,0
33,3ehzlcos9xo56ol70wttwmu50,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,2.0,16,53,16.9,0,1,0,0,0
33,3ehzlcos9xo56ol70wttwmu50,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,2.0,10,12,10.2,0,0,1,0,0
34,3h5n4m7klbnl9dx9yx9w5zk7o,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,18,3.0,8,21,8.3,0,1,0,0,0
34,3h5n4m7klbnl9dx9yx9w5zk7o,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,18,3.0,19,16,19.3,0,0,1,0,0
35,3logguenlwy065aa7gb1hf3tg,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,3.0,0,10,0.2,0,1,0,0,0
35,3logguenlwy065aa7gb1hf3tg,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,3.0,32,48,32.8,0,0,1,0,0
37,3s2q5sph3bm3auk1b8odb493o,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,9.0,0,1,0.0,0,1,0,0,0
37,3s2q5sph3bm3auk1b8odb493o,ELC,17.0,ac5f9msbvijksbq5s2ivwh979,12,2.0,8,59,9.0,0,0,1,0,0
1,2t5f41usmgztitxkybrycidw,ELC,18.0,clrlsy05spf55w39f84b7p3sa,4,10.0,0,4,0.1,0,1,0,0,0
1,2t5f41usmgztitxkybrycidw,ELC,18.0,clrlsy05spf55w39f84b7p3sa,8,7.0,13,23,13.4,0,0,1,0,0
2,49e80e647ljijc5bz8tqc2l0,ELC,18.0,clrlsy05spf55w39f84b7p3sa,18,6.0,51,19,51.3,1,0,0,0,0
4,du8jha9qxukb7ki17m3y3aj8,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,8.0,8,36,8.6,0,1,0,0,0
7,opadvx9ieaoaai2n08r4sqok,ELC,18.0,clrlsy05spf55w39f84b7p3sa,10,8.0,76,40,76.7,1,0,0,0,0
7,opadvx9ieaoaai2n08r4sqok,ELC,18.0,clrlsy05spf55w39f84b7p3sa,10,8.0,7,38,7.6,0,0,1,0,0
7,opadvx9ieaoaai2n08r4sqok,ELC,18.0,clrlsy05spf55w39f84b7p3sa,10,2.0,15,58,16.0,0,0,1,0,0
8,pftv5ujrolgrr85ijlnj728k,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,11.0,8,14,8.2,0,1,0,0,0
8,pftv5ujrolgrr85ijlnj728k,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,11.0,12,50,12.8,0,0,1,0,0
9,vgz6kc0y9dz9ecnnqulzb578,ELC,18.0,clrlsy05spf55w39f84b7p3sa,4,2.0,6,30,6.5,0,1,0,0,0
11,113wccwt50kebz0thqf0fxkpg,ELC,18.0,clrlsy05spf55w39f84b7p3sa,7,6.0,13,22,13.4,0,1,0,0,0
12,15au35re7u5b9ru4hoko7f3f8,ELC,18.0,clrlsy05spf55w39f84b7p3sa,7,4.0,6,6,6.1,0,1,0,0,0
12,15au35re7u5b9ru4hoko7f3f8,ELC,18.0,clrlsy05spf55w39f84b7p3sa,7,8.0,8,4,8.1,0,0,1,0,0
15,1fu4ltpxdb9j94v6s2kbx1puc,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,11.0,11,41,11.7,0,1,0,0,0
16,1kpzn7hqfuvbxrrrsh2c6mdxw,ELC,18.0,clrlsy05spf55w39f84b7p3sa,7,11.0,0,2,0.0,0,1,0,0,0
16,1kpzn7hqfuvbxrrrsh2c6mdxw,ELC,18.0,clrlsy05spf55w39f84b7p3sa,7,2.0,28,11,28.2,0,0,1,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,6.0,11,23,11.4,1,0,0,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,6.0,71,58,72.0,0,0,1,0,0
17,1qdreckuiubqc7yotymp8jggk,ELC,18.0,clrlsy05spf55w39f84b7p3sa,13,6.0,13,0,13.0,0,0,1,0,0
22,26p4gv6nxij3gqaoea17rxct0,ELC,18.0,clrlsy05spf55w39f84b7p3sa,18,4.0,77,29,77.5,1,0,0,0,0
22,26p4gv6nxij3gqaoea17rxct0,ELC,18.0,clrlsy05spf55w39f84b7p3sa,18,4.0,22,1,22.0,0,0,1,0,0
23,2agwdhyd4f3pb3wugya4art3o,ELC,18.0,clrlsy05spf55w39f84b7p3sa,19,6.0,59,8,59.1,1,0,0,0,0
24,2fpgp04qfqn3zanmznei2zmdw,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,11.0,5,11,5.2,0,1,0,0,0
24,2fpgp04qfqn3zanmznei2zmdw,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,11.0,10,31,10.5,0,0,1,0,0
31,363nbiu36arb8us8vuxlizqc4,ELC,18.0,clrlsy05spf55w39f84b7p3sa,18,6.0,18,7,18.1,0,1,0,0,0
31,363nbiu36arb8us8vuxlizqc4,ELC,18.0,clrlsy05spf55w39f84b7p3sa,17,8.0,13,14,13.2,0,0,1,0,0
32,3bihehy0y8mtxizg74rkkuh3o,ELC,18.0,clrlsy05spf55w39f84b7p3sa,10,8.0,27,1,27.0,0,1,0,0,0
34,3h5n4m7klbnl9dx9yx9w5zk7o,ELC,18.0,clrlsy05spf55w39f84b7p3sa,18,6.0,78,49,78.8,1,0,0,0,0
34,3h5n4m7klbnl9dx9yx9w5zk7o,ELC,18.0,clrlsy05spf55w39f84b7p3sa,18,6.0,19,16,19.3,0,0,1,0,0
35,3logguenlwy065aa7gb1hf3tg,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,11.0,14,25,14.4,0,1,0,0,0
36,3njoj8cm40koxt8u94a1h3yfo,ELC,18.0,clrlsy05spf55w39f84b7p3sa,10,7.0,0,2,0.0,0,1,0,0,0
36,3njoj8cm40koxt8u94a1h3yfo,ELC,18.0,clrlsy05spf55w39f84b7p3sa,10,6.0,18,0,18.0,0,0,1,0,0
37,3s2q5sph3bm3auk1b8odb493o,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,11.0,0,17,0.3,0,1,0,0,0
37,3s2q5sph3bm3auk1b8odb493o,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,11.0,1,58,2.0,0,0,1,0,0
37,3s2q5sph3bm3auk1b8odb493o,ELC,18.0,clrlsy05spf55w39f84b7p3sa,12,8.0,8,59,9.0,0,0,1,0,0
38,3y3gz2ufpcbu5vkgph7jyg74k,ELC,18.0,clrlsy05spf55w39f84b7p3sa,7,2.0,29,22,29.4,0,1,0,0,0
38,3y3gz2ufpcbu5vkgph7jyg74k,ELC,18.0,clrlsy05spf55w39f84b7p3sa,11,2.0,8,47,8.8,0,0,1,0,0
38,3y3gz2ufpcbu5vkgph7jyg74k,ELC,18.0,clrlsy05spf55w39f84b7p3sa,11,8.0,6,52,6.9,0,0,1,0,0
38,3y3gz2ufpcbu5vkgph7jyg74k,ELC,18.0,clrlsy05spf55w39f84b7p3sa,11,8.0,7,49,7.8,0,0,1,0,0
1,2t5f41usmgztitxkybrycidw,ELC,19.0,3b1t1bhcalqyj33n6zer7o86i,4,9.0,17,19,17.3,0,1,0,0,0
1,2t5f41usmgztitxkybrycidw,ELC,19.0,3b1t1bhcalqyj33n6zer7o86i,8,9.0,13,23,13.4,0,0,1,0,0
3,8auqwdd7rhk8k4erd29m5c0k,ELC,19.0,3b1t1bhcalqyj33n6zer7o86i,19,10.0,4,52,4.9,0,1,0,0,0
3,8auqwdd7rhk8k4erd29m5c0k,ELC,19.0,3b1t1bhcalqyj33n6zer7o86i,19,10.0,16,4,16.1,0,0,1,0,0
3,8auqwdd7rhk8k4erd29m5c0k,ELC,19.0,3b1t1bhcalqyj33n6zer7o86i,19,10.0,10,25,10.4,0,0,1,0,0
5,faxb5rfdawpnwaoof1j1o3ro,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,19,11.0,0,3,0.1,0,1,0,0,0
5,faxb5rfdawpnwaoof1j1o3ro,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,19,7.0,14,54,14.9,0,0,1,0,0
5,faxb5rfdawpnwaoof1j1o3ro,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,11,7.0,11,11,11.2,0,0,1,0,0
6,lcqefumn96v640d0yzsv7xuc,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,10,7.0,50,32,50.5,1,0,0,0,0
6,lcqefumn96v640d0yzsv7xuc,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,10,7.0,23,24,23.4,0,0,1,0,0
7,opadvx9ieaoaai2n08r4sqok,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,10,10.0,0,26,0.4,0,1,0,0,0
7,opadvx9ieaoaai2n08r4sqok,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,10,10.0,15,58,16.0,0,0,1,0,0
8,pftv5ujrolgrr85ijlnj728k,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,12,7.0,47,23,47.4,1,0,0,0,0
13,18ojlro5jtdeu8nv72repur6c,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,10,7.0,65,39,65.6,1,0,0,0,0
14,1eq00zu9dngz36evkyw20uw44,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,10,7.0,46,23,46.4,1,0,0,0,0
15,1fu4ltpxdb9j94v6s2kbx1puc,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,12,10.0,46,20,46.3,1,0,0,0,0
18,1uit2aujexe8xc2izg1a2uyvo,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,12,11.0,25,42,25.7,0,1,0,0,0
19,1wdy4ggbun88lgjv5mhlw53pw,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,7,8.0,8,45,8.8,0,1,0,0,0
19,1wdy4ggbun88lgjv5mhlw53pw,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,7,8.0,16,20,16.3,0,0,1,0,0
20,21t9p2uvl57vfs1xsytfooxzo,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,11,7.0,68,23,68.4,1,0,0,0,0
21,22jwwfu5djp7vwtjkvcujieqc,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,5,7.0,62,57,63.0,1,0,0,0,0
21,22jwwfu5djp7vwtjkvcujieqc,ELC,19.0,dce6e4b9ckqkxj1zpsh8poz55,5,8.0,7,38,7.6,0,0,1,0,0
