week,match_id,team_code,Jersey Number,player_id,Team Formation,Team Player Formation,min,sec,minsec,team setp up,player on,formation change,second yellow,red card
4,d3y8iv1iz7j4jz4loix4p9uc,ALA,4.0,28psc296gj3umo59qqha8jil1,8,10.0,29,20,29.3,0,1,0,0,0
4,d3y8iv1iz7j4jz4loix4p9uc,ALA,4.0,28psc296gj3umo59qqha8jil1,10,11.0,19,50,19.8,0,0,1,0,0
5,e7g814p4n7r5gtpdqewz89p0,ALA,4.0,28psc296gj3umo59qqha8jil1,4,8.0,60,55,60.9,1,0,0,0,0
5,e7g814p4n7r5gtpdqewz89p0,ALA,4.0,28psc296gj3umo59qqha8jil1,4,8.0,13,20,13.3,0,0,1,0,0
6,k7c27bcujfnarux79y4ike1g,ALA,4.0,28psc296gj3umo59qqha8jil1,2,8.0,17,23,17.4,0,1,0,0,0
7,nyhzbo7wncd07zhc7pysjris,ALA,4.0,28psc296gj3umo59qqha8jil1,2,8.0,0,5,0.1,0,1,0,0,0
7,nyhzbo7wncd07zhc7pysjris,ALA,4.0,28psc296gj3umo59qqha8jil1,2,8.0,13,55,13.9,0,0,1,0,0
8,pftv5ujrolgrr85ijlnj728k,ALA,4.0,28psc296gj3umo59qqha8jil1,8,8.0,0,18,0.3,0,1,0,0,0
8,pftv5ujrolgrr85ijlnj728k,ALA,4.0,28psc296gj3umo59qqha8jil1,8,8.0,13,3,13.0,0,0,1,0,0
8,pftv5ujrolgrr85ijlnj728k,ALA,4.0,28psc296gj3umo59qqha8jil1,8,8.0,12,34,12.6,0,0,1,0,0
9,t6q5ftwcnm8os0cb3stk1kic,ALA,4.0,28psc296gj3umo59qqha8jil1,12,7.0,10,32,10.5,0,1,0,0,0
